,heart_rate,hrv_rmssd,hrv_sdnn,avg_movement,max_movement,movement_variability
0,70.18150684931507,101.27541569450123,85.14648291152606,9.81033921212739,9.935754223339634,0.048730749413863135
1,77.96374622356497,313.0132479172263,177.34437410392817,9.786996166684089,9.935557139698547,0.046202537350008024
2,78.16412556053812,198.8604743645873,136.53434919064094,9.908394689428343,10.147878976601156,0.08239124067264343
3,54.6525353283458,153.1026803233437,129.0402373729402,9.951761528230556,10.123180673393849,0.05698081901720201
4,76.24825662482569,120.73190433885942,87.77208277943531,9.848598190768415,10.06291317059936,0.0685793266317848
5,65.14371257485028,186.7039884159208,131.37839375459416,9.840968973153391,10.160320432669739,0.070888945452121
6,53.86720867208672,143.07821844938314,176.3041323015122,9.89447262188198,10.10743150461328,0.05695636780887782
7,68.12903225806453,184.7890250926434,132.65948284662042,10.091399343084982,10.6225863953679,0.06654764473883776
8,62.49251497005987,131.32087058676936,76.37314606831949,10.14697705429642,11.6881632795657,0.14037119317675678
9,65.5440414507772,90.01143439845303,66.77853622748735,9.907976120690686,10.439055325544693,0.07432081659558057
10,76.92933618843684,94.5021011026971,79.59445659443354,9.77374918838332,9.930969878742621,0.045927136376576576
11,54.77947072975141,174.3168147920944,120.06740857062317,10.011479074286903,10.234728699551333,0.07348820110763495
12,63.229323308270686,93.68740133143223,90.13584178286229,9.712723446745427,9.878540396454701,0.0598534110190242
13,96.07594936708861,293.13037498401826,175.10669539748247,9.862976671419242,10.068243318331639,0.06198182781637169
14,81.06965944272447,107.90676713360452,79.87315831493866,9.8413777603811,10.107411323946868,0.07460642315035178
15,54.20492454328833,145.40620790408394,93.02481714960516,9.460515197542957,10.05931130701722,0.07350579307678784
16,75.75076219512195,112.25582496516179,89.9835953540838,9.71635142986053,9.87777152740437,0.07648800913641085
17,99.67715458276334,204.4921420151851,185.6094216038355,9.792617050210508,10.004192840596215,0.06582574801889489
18,55.89189189189189,100.16687440566984,112.9225008906318,9.89137581596445,10.070100453138366,0.06921501432227317
19,70.02088772845954,43.52792631269878,43.956035582940906,9.697373769286528,9.904560515264887,0.06461162801133918
20,58.49436090225565,127.53860173822343,88.14521893887948,9.723162655300728,9.902677249944903,0.08539102875689676
21,81.09141660851363,68.75015056124474,56.474217754392534,10.041520600908994,10.232645664951777,0.06041572462186524
22,91.36434108527132,86.54238537190248,59.21291863034524,9.771847862044668,9.94068076444099,0.05058158591651457
23,60.963855421686745,123.82055743780698,81.86685840793669,9.535980540927097,9.819060153018517,0.06769220225998476
24,60.85523385300669,67.18075775484566,82.24998155611789,9.842714324743167,10.051643751766038,0.06147124002435304
25,70.0,123.58220766887489,86.49501076764409,9.77751469865784,9.957254140175554,0.07192509152099229
26,80.21951219512195,133.29526828015992,91.79907069920745,9.776090711887843,9.959119898666307,0.058684432306484145
27,69.63302752293579,104.8795913100322,74.38624057566183,9.757635666863584,10.676398913747486,0.08260556033995362
28,63.48202494497432,158.4683228165895,109.63702817183443,9.611742831477482,9.818241722905883,0.053894559841857294
29,94.0353982300885,300.7302295260429,186.30688372903174,10.051360727476045,10.407103887093491,0.06624167443036819
30,59.33185840707965,135.04529354151774,104.55653467564701,9.889130464834318,10.142173497275786,0.061945690643332094
31,104.4791271347249,164.42902003141282,107.01100478927445,9.74736060043861,10.071068404309482,0.06189084007051754
32,64.22360248447205,133.46635155656747,104.3591563653092,9.895320398007241,10.159444464907592,0.04724219124239407
33,96.76494023904382,262.9275631551398,143.00351421350103,9.568111435633668,9.75370744363892,0.06191924713827197
34,72.3349217154527,100.19954304471747,72.41877748090378,9.83404253459122,10.024109497501168,0.06681273040248027
35,60.052747252747245,167.13339535071916,115.46611177105758,9.858047186534986,10.027345797210609,0.06160157559658133
36,73.88495575221239,100.39535731240352,69.89145747224893,9.980818737780336,10.18239602010939,0.053989145437692745
