heart_rate,hrv_rmssd,hrv_sdnn
72.66417352281226,48.668455142145376,46.93269563232047
155.4578313253012,158.97226611459365,72.41298071331059
69.0,84.88311665528185,69.12842942254593
72.3828072531901,50.661655688668425,38.665602302923425
72.13849287169045,56.702095047966175,119.78226502850016
70.26745040411461,69.42072852510958,61.20850605564224
58.140760507004664,81.57506611709942,89.4130079931388
63.71352431712192,40.780786922655835,55.24612576134343
55.84988962472406,76.54117284994888,52.25170867876909
69.79310344827587,34.144997058551766,20.755139585395394
58.42403781228899,51.48103480748298,43.482186829182126
74.56348470806302,102.05489713326524,96.54164670172906
72.65641025641025,117.05767881368155,82.7341516775415
60.84588804422943,83.68012611676421,62.029423039790736
79.0625,218.73462076263493,142.14602328602032
65.71428571428571,60.37649136964215,78.29014238074087
56.33603238866396,41.3150806373007,29.59577474951341
48.07600950118765,170.93526280499617,145.19640588448766
71.26760563380283,47.34482665047572,36.80652397003334
90.26540971718639,43.79775000293152,30.321358242199086
54.72096128170894,69.1033419858923,83.39174568072674
60.72,125.44490196533157,111.7955385275174
58.22745625841184,82.67391566542248,64.48555821406377
64.79916025192442,86.7186768957428,110.51886934831393
65.76939203354297,77.01538346995328,50.84526171513555
52.640322580645154,60.376491369642174,60.234046972721316
89.29411764705881,42.25474180433588,24.998242372872568
50.25636672325977,71.8623986471391,79.14228440399162
61.85220994475139,78.00429897754391,71.42188252068127
125.39999999999998,228.77148029229696,142.7394782476259
71.74881836596894,32.621495159314534,35.12212657274757
82.75877520537715,86.83144936696877,65.16746976740744
48.688524590163944,162.63384910081055,133.9186558971046
112.31026252983294,212.44420944133202,124.53515692540897
61.19764011799411,104.14743861506084,86.95630798249056
66.31048387096774,37.30155353394634,26.96235850093686
70.6046511627907,47.829120118852074,55.27781180176115
75.7932489451477,61.19540659498655,40.33673870230318
51.72600834492352,52.84089840183335,68.9482476288073
57.71863117870723,85.25256404751649,88.1165881802686
76.76495726495726,42.82500702655822,56.36706589699778
115.45217391304354,214.5955772519509,163.03219710067734
70.10843373493977,36.18782240472767,35.49735552461398
62.743999999999986,71.74846101859792,66.15387872534923
82.5,139.49011098657326,118.1811572152257
60.3111111111111,101.03808050824928,95.75972873427018
55.35483870967741,103.37309747527289,100.57601038019513
58.47641509433962,87.16859123757244,56.442222100624036
72.89830508474576,42.41449565127745,33.85310341446416
76.46407927332781,90.76055293075882,65.53072963012004
57.460426703372335,44.35443539025944,82.46007295662847
80.85937500000001,101.94853452267564,63.42967057360991
62.82777036048065,53.79647047803496,55.53304026618026
63.79853235490327,53.36086435762233,64.60613921503735
67.51212938005392,46.76742911541195,46.788896837045385
70.85816876122084,81.28433912551425,70.76778237949152
56.14660390047075,94.85556023915315,72.67243021319207
52.98027314112292,77.6269174752542,75.18351213001326
63.852380952380955,49.22528451203472,55.17673596269348
69.89352517985611,64.80917384850635,78.57711921229702
55.93969849246231,69.65121299264908,62.83042921324364
84.4693548387097,59.64220047547208,103.37112936662226
49.60108917631042,39.94396463556612,42.49362927351999
56.59210526315789,99.96041439719048,137.0788465285624
64.23131170662907,86.52124859396372,53.50181951053216
98.73170731707317,91.6365463981789,71.08445933763912
58.45714285714286,97.48780360308791,125.9887219383973
79.89473684210525,46.37533382933211,54.445630966102335
48.0121130551817,57.1000093687443,52.55907826759649
81.77777777777779,41.47874039518206,33.56412613493833
82.99373695198328,48.06062281458164,33.55678652845457
62.71848739495798,77.26669781707521,71.22051645998461
63.9264705882353,54.064554499844945,54.07958325995346
63.420485175202145,42.9418558304436,30.010461037714716
